fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,name,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
633,513,6204.5,12.2,402.2,55.3,7360.2,3208.6,-26,43200,,select medical holdings,health care,health care: medical facilities,mechanicsburg,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/select-medical-holdings/fortune500/
634,515,6150.6,-0.8,177.8,-71.7,3927.3,988.1,-66,23350,,big lots,retailing,specialty retailers: other,columbus,oh,,,no,yes,no,no,no,no,no,https://fortune.com/company/big-lots/fortune500/
635,510,6228.6,4,126.3,42000,4436.2,3078.7,-48,124000,,abm industries,business services,diversified outsourcing services,new york,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/abm-industries/fortune500/
636,509,6256.6,42.1,975.3,65.6,4942.5,46717.8,78,29000,,lululemon athletica,retailing,specialty retailers: apparel,sumner,wa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/lululemon-athletica/fortune500/
637,511,6226.7,9.3,166.7,20737.5,12414.7,4284.4,-37,10735,,post holdings,"food, beverages & tobacco",food consumer products,st. louis,mo,,,no,yes,no,no,yes,no,no,https://fortune.com/company/post-holdings/fortune500/
638,512,6218,15.8,2214,24.5,14680,62548.1,-12,13460,,moody's,business services,financial data services,new york,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/moodys/fortune500/
639,508,6268.4,236.8,-650.9,,14402.3,26425,486,16200,,live nation entertainment,media,entertainment,beverly hills,ca,,,no,no,no,no,yes,no,no,https://fortune.com/company/live-nation-entertainment/fortune500/
640,506,6310.2,36.8,741.5,652.3,6491.3,6360.4,52,8950,,skechers u.s.a.,apparel,apparel,manhattan beach,ca,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/skechers-u-s-a/fortune500/
641,507,6280.2,24.2,418.9,55.4,3085.9,11842.6,17,6875,,watsco,wholesalers,wholesalers: diversified,miami,fl,,,no,yes,no,no,yes,no,no,https://fortune.com/company/watsco/fortune500/
642,501,6357,4.4,149,-40.2,8832,2058,-46,24000,,o-i glass,materials,"packaging, containers",perrysburg,oh,,,no,yes,no,no,no,no,no,https://fortune.com/company/owens-illinois/fortune500/
643,503,6340,8.6,1096,3.8,39040,79937.3,-36,5000,,crown castle international,financials,real estate,houston,tx,,,no,yes,no,no,yes,no,no,https://fortune.com/company/crown-castle-international/fortune500/
644,502,6345,27.7,608,177.6,7550,5015,25,6400,,chemours,chemicals,chemicals,wilmington,de,,,no,yes,no,no,no,no,no,https://fortune.com/company/chemours/fortune500/
645,504,6319,18.4,1210,68.3,10705,39714,-2,17000,,agilent technologies,technology,"scientific, photographic and control equipment",santa clara,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/agilent-technologies/fortune500/
646,499,6411,-10.4,,,16481,6763.1,-97,15640,-97,frontier communications,telecommunications,telecommunications,norwalk,ct,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/frontier-communications/fortune500/
647,500,6394,10.4,990,13.7,35735,24198.7,-31,9116,-31,ameren,energy,utilities: gas and electric,st. louis,mo,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/ameren/fortune500/
648,495,6421,72.6,-494.1,,1800.6,3358.8,151,4775,,compass,technology,internet services and retailing,new york,ny,no,no,yes,no,yes,no,yes,no,no,https://fortune.com/company/compass/fortune500/
649,498,6412.6,88.1,59.2,348.9,2942.3,1133.9,183,11236,,arko,retailing,specialty retailers: other,richmond,va,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/arko/fortune500/
650,494,6461.4,26.5,598.6,95.5,2952.4,12638.1,25,14600,,robert half international,business services,temporary help,menlo park,ca,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/robert-half-international/fortune500/
651,497,6415.8,16.1,1152.6,21.4,23713.9,49868.8,-9,19300,-9,roper technologies,technology,computer software,sarasota,fl,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/roper-technologies/fortune500/
652,496,6420.4,17.5,428.7,92.7,10037.8,11383.6,-2,6640,-2,hasbro,household products,"toys, sporting goods",pawtucket,ri,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/hasbro/fortune500/
653,491,6540.4,58.1,381.5,98.6,2045.5,5600,115,1399,,landstar system,transportation,"trucking, truck leasing",jacksonville,fl,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/landstar-system/fortune500/
654,493,6488.3,3,1545.3,27.8,183889.8,24215.1,-50,21100,-50,northern trust,financials,commercial banks,chicago,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/northern-trust/fortune500/
655,490,6584,16.5,1575,74.2,5966,34252.9,-12,25650,-12,yum brands,"hotels, restaurants & leisure",food services,louisville,ky,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/yum-brands/fortune500/
656,492,6538.3,58.5,917.1,189.3,12375.2,21551.3,117,3003,,cf industries holdings,chemicals,chemicals,deerfield,il,no,no,yes,yes,no,no,no,no,no,https://fortune.com/company/cf-industries-holdings/fortune500/
657,489,6605,-0.8,2521,130.4,162938,20860.9,-55,19626,-55,regions financial,financials,commercial banks,birmingham,al,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/regions-financial/fortune500/
658,488,6624.3,49.4,862.5,,3245.6,4928.2,97,25350,,dillard&#8217;s,retailing,general merchandisers,little rock,ar,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/dillards/fortune500/
659,485,6685.9,71.7,22.4,,8483.2,4670.6,145,1073,,enlink midstream,energy,pipelines,dallas,tx,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/enlink-midstream/fortune500/
660,487,6635.5,10.6,500.2,35.3,27918.7,67280.5,-26,10944,-26,equinix,financials,real estate,redwood city,ca,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/equinix/fortune500/
661,486,6667,188.9,-25,,11848,7989.7,407,938,,southwestern energy,energy,"mining, crude-oil production",spring,tx,no,no,yes,no,no,no,yes,no,no,https://fortune.com/company/southwestern-energy/fortune500/
662,481,6773.1,19.1,671.4,117.4,4584.9,3433.5,-6,16508,-6,academy sports and outdoors,retailing,specialty retailers: other,katy,tx,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/academy-sports-and-outdoors/fortune500/
663,482,6756.6,-2.9,269,92.5,4206.7,2569,-64,33500,-64,sanmina,technology,semiconductors and other electronic components,san jose,ca,no,yes,no,yes,yes,no,no,no,no,https://fortune.com/company/sanmina/fortune500/
664,484,6729.8,22.9,412.9,47.7,4638.7,5056.7,8,11089,8,commercial metals,materials,metals,irving,tx,yes,no,no,yes,no,yes,no,no,no,https://fortune.com/company/commercial-metals/fortune500/
665,483,6739.8,28.3,1009.6,331.1,9626,27078.7,26,31650,,on semiconductor,technology,semiconductors and other electronic components,phoenix,az,no,no,yes,yes,no,no,no,no,no,https://fortune.com/company/on-semiconductor/fortune500/
666,479,6797,141.6,2182,,22898,24320,302,870,,diamondback energy,energy,"mining, crude-oil production",midland,tx,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/diamondback-energy/fortune500/
667,477,6850.5,8,144.6,322.8,2438.4,2008,-38,6100,-38,veritiv,wholesalers,wholesalers: diversified,atlanta,ga,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/veritiv/fortune500/
668,478,6820.4,-1.8,243,,5549.3,4175.9,-58,6676,-58,beacon roofing supply,wholesalers,wholesalers: diversified,herndon,va,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/beacon-roofing-supply/fortune500/
669,476,6894,15.1,117,-66.4,6999,5814.2,-13,12000,-13,ingredion,"food, beverages & tobacco",food production,westchester,il,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/ingredion/fortune500/
670,473,6986,-9,2319,119.4,188409,19135.7,-92,17463,-92,citizens financial group,financials,commercial banks,providence,ri,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/citizens-financial-group/fortune500/
671,472,6997.4,10.5,1358.1,32.7,10701.6,32538.4,-32,24500,-32,rockwell automation,industrials,"electronics, electrical equip.",milwaukee,wi,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/rockwell-automation/fortune500/
672,475,6913.8,26.9,278.5,127.6,4372.9,2664.6,21,12834,21,camping world holdings,retailing,"automotive retailing, services",lincolnshire,il,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/camping-world-holdings/fortune500/
673,474,6918.7,19.2,2078.3,70.8,10271.1,55170.9,-6,11425,-6,kla,technology,semiconductors and other electronic components,milpitas,ca,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/kla-tencor/fortune500/
674,469,7127,-6.3,-1480,-200.7,33223,21001.9,-87,5607,-87,ppl,energy,utilities: gas and electric,allentown,pa,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/ppl/fortune500/
675,466,7156,15.3,97,,11641,5474.7,-20,38000,-20,ncr,technology,"computers, office equipment",atlanta,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/ncr/fortune500/
676,470,7116.3,0.4,1111,26.8,8236.8,43566.7,-60,40000,-60,cintas,business services,diversified outsourcing services,cincinnati,oh,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/cintas/fortune500/
677,468,7142,-16,-108,,259840,3958.7,-115,1500,-115,brighthouse financial,financials,"insurance: life, health (stock)",charlotte,nc,no,yes,no,no,no,no,yes,no,no,https://fortune.com/company/brighthouse-financial/fortune500/
678,471,7038,0.2,-455,-337,13223,3123.3,-56,23300,-56,xerox holdings,technology,"computers, office equipment",norwalk,ct,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/xerox-2/fortune500/
679,465,7196.1,-7.8,629.3,,10656.1,16980.9,-88,156883,-88,darden restaurants,"hotels, restaurants & leisure",food services,orlando,fl,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/darden-restaurants/fortune500/
680,464,7317.4,6.5,311.5,28.1,75169.4,,-43,6941,-43,securian financial group,financials,"insurance: life, health (stock)",st. paul,mn,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/securian-financial-group/fortune500/
681,466,7156,9.1,204,21.9,10457,6154.4,-31,25000,-31,graphic packaging holding,materials,"packaging, containers",atlanta,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/graphic-packaging-holding/fortune500/
682,463,7318.3,30.6,1390.4,13.9,52322.1,86441.2,18,24700,18,analog devices,technology,semiconductors and other electronic components,wilmington,ma,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/analog-devices/fortune500/
683,459,7341,9.2,710,-24.4,6334,17108.7,-32,9000,-32,clorox,household products,household and personal products,oakland,ca,no,yes,no,yes,no,yes,yes,no,no,https://fortune.com/company/clorox/fortune500/
684,461,7336.8,51.4,58.5,,3508.5,637.5,79,16540,,travelcenters of america,retailing,specialty retailers: other,westlake,oh,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/travelcenters-of-america/fortune500/
685,460,7339,27.3,18,,6199,7634.9,10,28000,10,kbr,engineering & construction,engineering & construction,houston,tx,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/kbr/fortune500/
686,462,7336,39.5,366,,19783,9508.9,46,23000,,hertz global holdings,retailing,"automotive retailing, services",estero,fl,no,no,yes,yes,no,no,no,no,no,https://fortune.com/company/hertz-global-holdings/fortune500/
687,454,7462,-5.7,1995,172.5,28931,12367.8,-78,6600,-78,american financial group,financials,insurance: property and casualty (stock),cincinnati,oh,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/american-financial-group/fortune500/
688,455,7447,13.5,1467,175.8,16723,7599.1,-19,11300,-19,ugi,energy,utilities: gas and electric,king of prussia,pa,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/ugi/fortune500/
689,458,7347.8,10.3,77.2,,7071.4,5191.4,-26,58000,-26,hanesbrands,apparel,apparel,winston-salem,nc,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/hanesbrands/fortune500/
690,456,7394,4.8,277,32.5,5746,5166.1,-44,25090,-44,science applications international,technology,information technology services,reston,va,no,yes,no,yes,no,yes,no,no,no,https://fortune.com/company/science-applications-international/fortune500/
691,457,7386.1,15.5,572.6,391.1,13897.2,20629.1,-19,13500,-19,avantor,technology,"scientific, photographic and control equipment",radnor,pa,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/avantor/fortune500/
692,452,7504,32.2,-397,,6580,2690.7,24,13900,24,arconic,materials,metals,pittsburgh,pa,yes,no,no,no,no,no,yes,no,no,https://fortune.com/company/arconic-corp/fortune500/
693,451,7538,12.8,1353,79.2,28753,20292.2,-21,8813,-21,cms energy,energy,utilities: gas and electric,jackson,mi,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/cms-energy/fortune500/
694,453,7501.3,22.4,663,172.4,8727.8,3301.6,-1,3000,-1,taylor morrison home,engineering & construction,homebuilders,scottsdale,az,no,yes,no,yes,no,yes,yes,no,no,https://fortune.com/company/taylor-morrison-home/fortune500/
695,448,7574.4,22.1,2342.1,-13.6,13432.5,66436.9,,3900,,vertex pharmaceuticals,health care,pharmaceuticals,boston,ma,no,no,no,yes,no,yes,yes,no,no,https://fortune.com/company/vertex-pharmaceuticals/fortune500/
696,449,7561,3.1,2625,95.5,186346,20592.5,-53,16974,-53,keycorp,financials,commercial banks,cleveland,oh,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/keycorp/fortune500/
697,447,7583,57.8,559,,20515,33155.2,96,1545,,hess,energy,"mining, crude-oil production",new york,ny,no,no,yes,yes,no,no,no,no,no,https://fortune.com/company/hess/fortune500/
698,446,7613,39.4,159.6,423.2,1191.6,890.5,49,347,49,a-mark precious metals,wholesalers,wholesalers: diversified,el segundo,ca,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/a-mark-precious-metals/fortune500/
699,445,7654.2,-5.6,312.9,18.6,4460.3,7354.4,-74,27583,-74,casey's general stores,retailing,specialty retailers: other,ankeny,ia,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/caseys-general-stores/fortune500/
700,444,7656.1,25.7,772.4,39.6,7936.2,9830.7,12,28056,12,fortune brands home & security,household products,"home equipment, furnishings",deerfield,il,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/fortune-brands-home-security/fortune500/
701,442,7720.8,31.5,459.9,-2.7,7991.6,14608.8,24,5919,24,lpl financial holdings,financials,securities,san diego,ca,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/lpl-financial-holdings/fortune500/
702,443,7671.9,23.6,3082.9,29.9,12509,34442.6,4,7529,4,t. rowe price,financials,securities,baltimore,md,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/t-rowe-price/fortune500/
703,439,7822,3.5,558,34.7,18454,17819.4,-55,25000,-55,westinghouse air brake technologies,industrials,industrial machinery,pittsburgh,pa,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/westinghouse-air-brake/fortune500/
704,438,7836.2,11.6,401.6,,23456.4,26772.3,-24,19500,-24,zimmer biomet holdings,health care,medical products and equipment,warsaw,in,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/zimmer-biomet-holdings-3/fortune500/
705,441,7730.3,16.1,841.1,82.5,7836.8,14628.1,-8,15200,-8,packaging corp. of america,materials,"packaging, containers",lake forest,il,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/packaging-corp-of-america/fortune500/
706,437,7839.4,513.7,3624.1,1024.4,21274.4,41670.4,,3730,,coinbase global,financials,securities,wilmington,de,no,no,yes,yes,yes,no,yes,no,no,https://fortune.com/company/coinbase/fortune500/
707,434,7882,-9,904,407.9,99171,1917.9,-86,2500,-86,genworth financial,financials,"insurance: life, health (stock)",richmond,va,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/genworth-financial/fortune500/
708,433,7907.1,18.3,1123.8,64.4,10403.6,22610.3,-4,25000,-4,dover,industrials,industrial machinery,downers grove,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/dover/fortune500/
709,436,7858.9,5.3,609,26.2,5499.6,11705.4,-45,27700,-45,booz allen hamilton holding,technology,information technology services,mclean,va,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/booz-allen-hamilton/fortune500/
710,435,7881.5,-33.5,1333.5,57.9,6026,11419.9,-178,32850,-178,bath & body works,retailing,specialty retailers: other,columbus,oh,no,yes,no,yes,no,yes,no,no,no,https://fortune.com/company/l-brands/fortune500/
711,429,7951.8,25.8,328.8,1.9,7121.4,6657,12,27000,12,mastec,engineering & construction,engineering & construction,coral gables,fl,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/mastec/fortune500/
712,431,7928,84,973,,13303,14332.3,164,2253,,apa,energy,"mining, crude-oil production",houston,tx,no,no,yes,yes,no,no,no,no,no,https://fortune.com/company/apache/fortune500/
713,428,7952.5,16,409.4,26.2,6721.8,6703.7,-6,15000,-6,oshkosh,industrials,construction and farm machinery,oshkosh,wi,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/oshkosh/fortune500/
714,425,8021,210.5,-662,,9506,5364.1,394,2816,,opendoor technologies,technology,internet services and retailing,san francisco,ca,no,no,yes,no,yes,yes,yes,no,no,https://fortune.com/company/opendoor-technologies/fortune500/
715,426,8002.7,2.6,876.3,12.4,16284.2,14686.4,-48,7100,-48,j.m. smucker,"food, beverages & tobacco",food consumer products,orrville,oh,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/j-m-smucker/fortune500/
716,427,7983,28.3,343,,7210,1852.1,18,9748,18,anywhere real estate,financials,real estate,madison,nj,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/realogy-holdings/fortune500/
717,421,8230,10.5,435,132.7,7537,6691.1,-29,58176,-29,autoliv,motor vehicles & parts,motor vehicles & parts,auburn hills,mi,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/autoliv/fortune500/
718,423,8171,10.2,1245,31.2,12189,40555.9,-28,18700,-28,motorola solutions,technology,network and other communications equipment,chicago,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/motorola-solutions/fortune500/
719,422,8209.4,17.2,906.8,10.7,33345,36598.6,-6,39000,-6,arthur j. gallagher,financials,diversified financials,rolling meadows,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/arthur-j-gallagher/fortune500/
