fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,name,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
497,667,4254.5,22.9,291.2,35.8,4119,4641.1,10,35800,,maximus,technology,information technology services,reston,va,,,no,yes,no,no,yes,no,no,https://fortune.com/company/maximus/fortune500/
498,665,4277.2,38.1,296.1,266.1,1317.5,699.5,62,2045,,bluelinx holdings,wholesalers,wholesalers: diversified,marietta,ga,,,no,yes,no,no,no,no,no,https://fortune.com/company/bluelinx-holdings/fortune500/
499,660,4391.8,15.8,699.3,49.6,31320.3,5084.1,-24,4545,,american national group,financials,"insurance: life, health (stock)",galveston,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/american-national-insurance/fortune500/
500,663,4333.8,9.7,409.9,104.6,3502.8,6022.2,-41,3900,,asgn,business services,temporary help,glen allen,va,,,no,yes,no,no,no,no,no,https://fortune.com/company/asgn/fortune500/
501,662,4357.4,5.8,510.5,3.9,1671.8,14665.9,-52,10450,,domino's pizza,"hotels, restaurants & leisure",food services,ann arbor,mi,,,no,yes,no,no,no,no,no,https://fortune.com/company/dominos-pizza/fortune500/
502,661,4386.4,15.7,497,-58.9,8606.8,46580,-24,12600,,autodesk,technology,computer software,san rafael,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/autodesk/fortune500/
503,658,4400.8,-28.6,-121.1,-131.5,7887.5,8073.2,-208,16200,,ralph lauren,apparel,apparel,new york,ny,,,no,no,no,no,no,no,no,https://fortune.com/company/ralph-lauren/fortune500/
504,656,4427.9,13.4,1709.3,379.6,36369.6,40337.7,-29,3030,,digital realty trust,financials,real estate,austin,tx,,,no,yes,no,no,yes,no,no,https://fortune.com/company/digital-realty-trust/fortune500/
505,657,4405.5,-3.6,-12.5,-190.6,5207,1800,-93,10000,,treehouse foods,"food, beverages & tobacco",food consumer products,oak brook,il,,,no,no,no,no,no,no,no,https://fortune.com/company/treehouse-foods/fortune500/
506,652,4491.5,8.3,450.2,31.4,14450,16059.5,-47,25000,,iron mountain,business services,diversified outsourcing services,boston,ma,,,no,yes,no,no,yes,no,no,https://fortune.com/company/iron-mountain/fortune500/
507,653,4472.7,60,287.7,81.6,3288.1,2624.5,131,13900,,lci industries,motor vehicles & parts,motor vehicles & parts,elkhart,in,,,no,yes,no,no,yes,no,no,https://fortune.com/company/lci-industries/fortune500/
508,649,4540,12.5,338,24.3,3309,6482.5,-31,2800,,trinet group,business services,diversified outsourcing services,dublin,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/trinet-group/fortune500/
509,650,4526.2,26.2,739.9,266.7,23880.5,,8,4064,,sentry insurance group,financials,insurance: property and casualty (mutual),stevens point,wi,,,no,yes,no,no,no,no,no,https://fortune.com/company/sentry-insurance-group/fortune500/
510,651,4526,39.7,762,16.2,15217,54855.8,55,10775,,illumina,technology,"scientific, photographic and control equipment",san diego,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/illumina/fortune500/
511,643,4575,5.4,-54,,3410,2319.3,-50,4873,,covetrus,health care,health care: pharmacy and other services,portland,me,,,no,no,no,no,no,no,no,https://fortune.com/company/covetrus/fortune500/
512,646,4548.8,31.9,310.6,25030.7,3791.3,2421.4,32,16330,,urban outfitters,retailing,specialty retailers: apparel,philadelphia,pa,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/urban-outfitters/fortune500/
513,648,4542,14.2,610.9,38.2,14651.6,11704.7,-28,22052,,u-haul holding,transportation,"trucking, truck leasing",reno,nv,,,no,yes,no,no,no,no,no,https://fortune.com/company/amerco/fortune500/
514,647,4545.6,22.8,522.9,82.2,44190.9,,2,3194,,penn mutual life insurance,financials,"insurance: life, health (stock)",horsham,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/penn-mutual-life-insurance/fortune500/
515,644,4569,102.7,-78.5,,4445.7,2931.5,260,645,,crestwood equity partners,energy,pipelines,houston,tx,,,no,no,yes,no,no,no,no,https://fortune.com/company/crestwood-equity-partners/fortune500/
516,641,4601.7,16.7,820.5,30.9,6759.7,10976.1,-18,12800,,snap-on,industrials,industrial machinery,kenosha,wi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/snap-on/fortune500/
517,640,4614.3,49.5,445.3,10.8,14430.3,22102.9,92,14500,,teledyne technologies,aerospace & defense,aerospace & defense,thousand oaks,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/teledyne-technologies/fortune500/
518,642,4583.5,62.9,134.9,-35.2,2993.3,1486.9,138,14290,,rent-a-center,retailing,specialty retailers: other,plano,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/rent-a-center/fortune500/
519,638,4641.8,-12.7,91.9,-15.2,4724.9,551.8,-135,7800,,tutor perini,engineering & construction,engineering & construction,sylmar,ca,,,no,yes,no,no,no,no,no,https://fortune.com/company/tutor-perini/fortune500/
520,639,4619.4,32.3,-186.9,,13896.5,9608,33,519,,antero resources,energy,"mining, crude-oil production",denver,co,,,no,no,yes,no,no,no,no,https://fortune.com/company/antero-resources/fortune500/
521,633,4734,15.5,793.6,197.5,7416.3,24477.2,-21,16600,,gartner,technology,information technology services,stamford,ct,,,no,yes,no,no,yes,no,no,https://fortune.com/company/gartner/fortune500/
522,634,4710.1,50.7,-81.3,,2570.3,783.3,91,1336,,par pacific holdings,energy,petroleum refining,houston,tx,,,no,no,no,no,no,no,no,https://fortune.com/company/par-pacific-holdings/fortune500/
523,636,4689.7,-4,2636.4,25.2,196780.3,85492.3,-99,3480,,cme group,financials,securities,chicago,il,,,no,yes,no,no,no,no,no,https://fortune.com/company/cme-group/fortune500/
524,635,4703.5,12.4,399.5,13.8,5281.5,9959.6,-33,18300,,hubbell,industrials,"electronics, electrical equip.",shelton,ct,,,no,yes,no,no,no,no,no,https://fortune.com/company/hubbell/fortune500/
525,631,4741.4,32.7,650.9,119.3,6133.7,12987.4,29,9900,,darling ingredients,"food, beverages & tobacco",food production,irving,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/darling-ingredients/fortune500/
526,629,4759.4,7.2,2939.7,98.4,58486.2,119524.5,-45,2053,,prologis,financials,real estate,san francisco,ca,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/prologis/fortune500/
527,630,4742.1,3,336.1,-65.7,34910.3,43001.5,-69,464,,welltower,financials,real estate,toledo,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/welltower/fortune500/
528,632,4735.4,6.5,252.7,-2,8887,11986.6,-50,10191,,juniper networks,technology,network and other communications equipment,sunnyvale,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/juniper-networks/fortune500/
529,626,4771.7,12.7,168.8,84.3,3738.7,1826,-26,24700,,jeld-wen holding,materials,"building materials, glass",charlotte,nc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/jeld-wen-holding/fortune500/
530,625,4783.1,25.3,824.9,63.8,34049.7,7226,8,8600,,stifel financial,financials,securities,st. louis,mo,,,no,yes,no,no,yes,no,no,https://fortune.com/company/stifel-financial/fortune500/
531,628,4765,45.6,-472,,16483,12345.4,71,9800,,elanco animal health,health care,pharmaceuticals,greenfield,in,,,no,no,no,no,no,no,no,https://fortune.com/company/elanco-animal-health/fortune500/
532,624,4798,-7.4,680,-2.7,19315,36135.8,-108,13300,,transdigm group,aerospace & defense,aerospace & defense,cleveland,oh,,,no,yes,no,no,no,no,no,https://fortune.com/company/transdigm-group/fortune500/
533,621,4888,69.4,-468,,6809,40830.3,148,8600,,doordash,technology,internet services and retailing,san francisco,ca,,,no,no,yes,no,yes,no,no,https://fortune.com/company/doordash/fortune500/
534,623,4799.7,34.7,455.1,1509.6,2345,4185.4,39,17662,,sanderson farms,"food, beverages & tobacco",food production,laurel,ms,,,no,yes,no,no,yes,no,no,https://fortune.com/company/sanderson-farms/fortune500/
535,622,4818.8,48.6,230.8,75.4,4997.2,4388.4,80,8700,,avient,chemicals,chemicals,avon lake,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/polyone/fortune500/
536,618,4909.7,8.7,156.1,,2894.2,856,-47,7400,,kelly services,business services,temporary help,troy,mi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/kelly-services/fortune500/
537,619,4899.6,4.7,584.9,,24156.9,12891.2,-70,7307,,nisource,energy,utilities: gas and electric,merrillville,in,,,no,yes,no,no,no,no,no,https://fortune.com/company/nisource/fortune500/
538,620,4895,,1314,80,22079,6042.8,-84,8800,,onemain holdings,financials,diversified financials,evansville,in,,,no,yes,no,no,yes,no,no,https://fortune.com/company/onemain-holdings/fortune500/
539,614,4941,17.1,894,42.6,7781,28746.6,-13,14300,,keysight technologies,technology,"scientific, photographic and control equipment",santa rosa,ca,,,no,yes,no,no,yes,no,yes,https://fortune.com/company/keysight-technologies/fortune500/
540,617,4923.9,19.3,744.2,43.1,11040.9,29141.8,-9,12700,,equifax,business services,financial data services,atlanta,ga,,,no,yes,no,no,yes,no,no,https://fortune.com/company/equifax/fortune500/
541,613,4963.7,-8.1,3.7,-96.2,3131.4,,-114,32000,,r.r. donnelley & sons,media,"publishing, printing",chicago,il,,,no,yes,no,no,no,no,no,https://fortune.com/company/r-r-donnelley-sons/fortune500/
542,616,4925,19.2,512.5,32.3,4800,6834.6,-9,8050,,scotts miracle-gro,chemicals,chemicals,marysville,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/scotts-miracle-gro/fortune500/
543,611,4973.1,16,124.1,-10.2,1753.1,3849.8,-14,3600,,insperity,business services,diversified outsourcing services,kingwood,tx,,,no,yes,yes,no,no,no,no,https://fortune.com/company/insperity-2/fortune500/
544,609,4987.9,8.2,249.7,39.8,2018.3,1691.4,-50,18460,,ingles markets,food & drug stores,food and drug stores,black mountain,nc,,,no,yes,no,no,no,no,no,https://fortune.com/company/ingles-markets/fortune500/
545,612,4972,-5.5,258,-1.1,10219,15055.4,-105,19900,,howmet aerospace,aerospace & defense,aerospace & defense,pittsburgh,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/arconic/fortune500/
546,608,4993.7,10.3,547.5,18.4,8119.8,18182.7,-40,13704,,broadridge financial solutions,business services,financial data services,lake success,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/broadridge-financial-solutions/fortune500/
547,605,5010.8,33.3,419.6,,3786.6,2836.6,37,24000,,american eagle outfitters,retailing,specialty retailers: apparel,pittsburgh,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/american-eagle-outfitters/fortune500/
548,602,5049.5,24.7,622.3,327.7,44345,,13,4100,,cuna mutual group,financials,"insurance: life, health (stock)",madison,wi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/cuna-mutual-group/fortune500/
549,604,5030,18.5,421.7,31.7,7246.8,12804.5,-5,11250,,carlisle,materials,"building materials, glass",scottsdale,az,,,no,yes,no,no,no,no,no,https://fortune.com/company/carlisle/fortune500/
550,603,5045.2,8.7,736.5,33.5,10581.3,16563.8,-48,6400,,fmc,chemicals,chemicals,philadelphia,pa,,,no,yes,no,no,no,no,no,https://fortune.com/company/fmc/fortune500/
551,607,4998.1,14.4,119.6,,6939.6,5263.9,-17,24000,,vertiv holdings,industrials,"electronics, electrical equip.",columbus,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/vertiv-holdings/fortune500/
552,601,5051,8.2,800,28,17333,19235.1,-49,24900,,ss&c technologies holdings,technology,computer software,windsor,ct,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/ssc-technologies-holdings/fortune500/
553,596,5077.7,46,-296.6,,11434.5,20363.1,78,7700,,endeavor group holdings,media,entertainment,beverly hills,ca,,,no,no,no,no,yes,no,no,https://fortune.com/company/endeavor-group-holdings/fortune500/
554,597,5077.5,36.6,-221.4,,14059.5,30976.8,50,7500,,twitter,technology,internet services and retailing,san francisco,ca,,,no,no,no,no,yes,no,no,https://fortune.com/company/twitter/fortune500/
555,595,5109.1,52.3,1498.3,83.9,8590.7,21547.5,95,10945,,skyworks solutions,technology,semiconductors and other electronic components,irvine,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/skyworks-solutions/fortune500/
556,599,5070.8,4.9,805.8,8.3,8823.5,7374.7,-58,10500,,western union,business services,financial data services,denver,co,,,no,yes,no,no,no,no,no,https://fortune.com/company/western-union/fortune500/
557,598,5072.6,18.5,402.4,62.5,5307.3,4659,,20300,,leggett & platt,household products,"home equipment, furnishings",carthage,mo,,,no,yes,no,no,no,no,no,https://fortune.com/company/leggett-platt/fortune500/
558,593,5116.8,11.1,2249.6,102.2,33777.4,43197.8,-33,2850,,simon property group,financials,real estate,indianapolis,in,,,no,yes,no,no,no,no,no,https://fortune.com/company/simon-property-group/fortune500/
559,591,5121.8,13.5,-109.1,,2425.6,360.3,-18,32000,,yellow,transportation,"trucking, truck leasing",nashville,tn,,,no,no,no,no,yes,no,no,https://fortune.com/company/yrc-worldwide/fortune500/
560,592,5121.6,10.3,412.2,45,6864.9,7071.1,-38,35681,,encompass health,health care,health care: medical facilities,birmingham,al,,,no,yes,no,no,yes,no,no,https://fortune.com/company/healthsouth/fortune500/
561,594,5112.9,7.9,745,1.8,29768,9977.3,-50,3222,,globe life,financials,"insurance: life, health (stock)",mckinney,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/torchmark/fortune500/
562,586,5190.1,6,827.5,5.3,7996.5,24119.1,-51,5100,,church & dwight,household products,household and personal products,ewing,nj,,,no,yes,no,no,no,no,no,https://fortune.com/company/church-dwight/fortune500/
563,588,5141.3,14.2,737.4,74.1,4807.5,2907.3,-11,1773,,meritage homes,engineering & construction,homebuilders,scottsdale,az,,,no,yes,no,no,yes,no,no,https://fortune.com/company/meritage-homes/fortune500/
564,589,5138.8,19,29.4,,10498.5,60583.4,5,15200,,workday,technology,computer software,pleasanton,ca,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/workday/fortune500/
565,587,5156.6,9.5,5.9,,5635.7,888.3,-40,18000,,american axle & manufacturing,motor vehicles & parts,motor vehicles & parts,detroit,mi,,,no,yes,no,no,no,no,no,https://fortune.com/company/american-axle-manufacturing/fortune500/
566,590,5126.1,8.2,241.4,110.1,3120,2788.5,-45,7141,,rush enterprises,retailing,"automotive retailing, services",new braunfels,tx,,,no,yes,no,no,yes,no,no,https://fortune.com/company/rush-enterprises/fortune500/
567,582,5232.5,19.3,1503.1,82.5,8502.6,73141.4,7,15700,,edwards lifesciences,health care,medical products and equipment,irvine,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/edwards-lifesciences/fortune500/
568,581,5243.2,-73.5,-639.8,,5947.3,288.6,-430,997,,ngl energy partners,energy,pipelines,tulsa,ok,,,no,no,no,no,no,no,no,https://fortune.com/company/ngl-energy-partners/fortune500/
569,585,5195,6.5,427,68.1,8276,15354.7,-47,16700,,xylem,industrials,industrial machinery,washington,dc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/xylem/fortune500/
570,583,5227.8,8.3,418.7,16.7,14254.3,5317.9,-41,4400,,hanover insurance group,financials,insurance: property and casualty (stock),worcester,ma,,,no,yes,no,no,yes,no,no,https://fortune.com/company/hanover-insurance-group/fortune500/
571,584,5213,18.1,234.8,21.8,8237.1,8436.7,2,27443,,syneos health,health care,health care: pharmacy and other services,morrisville,nc,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/syneos-health/fortune500/
572,578,5256.3,30.9,1034.4,53.8,4821.5,34307.5,41,23663,,old dominion freight line,transportation,"trucking, truck leasing",thomasville,nc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/old-dominion-freight-line/fortune500/
573,579,5254.7,13.4,608.4,-62.3,16465.5,21877.9,-23,18000,,fortive,industrials,industrial machinery,everett,wa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/fortive/fortune500/
574,580,5254.7,34.7,573.7,56.1,4963.5,2692.7,49,2080,,mdc holdings,engineering & construction,homebuilders,denver,co,,,no,yes,no,no,yes,no,no,https://fortune.com/company/mdc-holdings/fortune500/
575,575,5305,17.7,1478,38.9,181087,29113.6,-1,6295,,first republic bank,financials,commercial banks,san francisco,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/first-republic-bank/fortune500/
576,572,5336.3,31.6,650,49978.9,11051.1,6062.9,42,5800,,harley-davidson,transportation,transportation equipment,milwaukee,wi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/harley-davidson/fortune500/
577,571,5438.4,3.1,349.4,-38.8,16478.8,41777.1,-66,19500,,microchip technology,technology,semiconductors and other electronic components,chandler,az,,,no,yes,no,no,yes,no,no,https://fortune.com/company/microchip-technology/fortune500/
578,573,5329,2,156,-31,13493,2163.4,-61,8800,,telephone & data systems,telecommunications,telecommunications,chicago,il,,,no,yes,no,no,no,no,no,https://fortune.com/company/telephone-data-systems/fortune500/
579,574,5307.1,-0.1,-340.8,,16894.4,6843,-70,25000,,adt,business services,diversified outsourcing services,boca raton,fl,,,no,no,no,no,yes,no,no,https://fortune.com/company/adt/fortune500/
580,576,5301,18.8,304,,7211,19485.7,3,5900,,warner music group,media,entertainment,new york,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/warner-music-group/fortune500/
581,566,5524,-9.3,-250,,9550,7700.2,-109,27043,,nov,energy,"oil and gas equipment, services",houston,tx,,,no,no,no,no,no,no,no,https://fortune.com/company/national-oilwell-varco/fortune500/
582,567,5505,52.4,-961,,20059,29696.4,87,44600,,las vegas sands,"hotels, restaurants & leisure","hotels, casinos, resorts",las vegas,nv,,,no,no,no,no,no,no,no,https://fortune.com/company/las-vegas-sands/fortune500/
583,569,5467,77.2,946,,16994,18349.5,164,1531,,marathon oil,energy,"mining, crude-oil production",houston,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/marathon-oil/fortune500/
584,568,5493.2,16.1,702.5,-2.6,14393,24015.1,-22,10000,,martin marietta materials,materials,"building materials, glass",raleigh,nc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/martin-marietta-materials/fortune500/
585,570,5457.7,19.1,903,613.1,6393.9,7823.3,-7,36300,,mattel,household products,"toys, sporting goods",el segundo,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/mattel/fortune500/
586,564,5541.4,20.5,1377.5,-2.3,7804.8,42295.8,-2,3775,,monster beverage,"food, beverages & tobacco",beverages,corona,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/monster-beverage/fortune500/
587,563,5546.5,22.2,990.1,13.5,11898.2,30787.3,3,18500,,ametek,technology,"scientific, photographic and control equipment",berwyn,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/ametek/fortune500/
588,562,5552.2,14.3,670.8,14.8,13682.6,24412.7,-23,11912,,vulcan materials,materials,"building materials, glass",birmingham,al,,,no,yes,no,no,yes,no,no,https://fortune.com/company/vulcan-materials/fortune500/
589,565,5533.8,12.9,506.8,0.8,6229.3,9920.7,-31,16500,,sealed air,materials,"packaging, containers",charlotte,nc,,,no,yes,no,no,no,no,no,https://fortune.com/company/sealed-air/fortune500/
590,561,5556.1,23.1,390.7,259.1,5815.8,3134,11,16000,,greif,materials,"packaging, containers",delaware,oh,,,no,yes,no,no,no,no,no,https://fortune.com/company/greif/fortune500/
591,556,5590.4,6.7,-85.5,-141.2,5073.2,6099.1,-45,20500,,sonoco products,materials,"packaging, containers",hartsville,sc,,,no,no,no,no,yes,no,no,https://fortune.com/company/sonoco-products/fortune500/
592,558,5586.7,13.7,879.7,42.3,28520.5,15512.7,-26,4930,,evergy,energy,utilities: gas and electric,kansas city,mo,,,no,yes,no,no,no,no,no,https://fortune.com/company/westar-energy/fortune500/
593,559,5583.1,20.9,665.9,,5827.5,3088.7,-2,21700,,cornerstone building brands,materials,"building materials, glass",cary,nc,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/nci-building-systems/fortune500/
594,560,5562.7,11.1,189.6,9.9,3445.6,4657.3,-34,15050,,coca-cola consolidated,"food, beverages & tobacco",beverages,charlotte,nc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/coca-cola-bottling/fortune500/
595,554,5616.2,-16.6,-201.3,,13691.4,7540.6,-128,11430,,coty,household products,household and personal products,new york,ny,,,no,no,no,yes,no,no,no,https://fortune.com/company/coty/fortune500/
596,552,5629,1.7,837,-72.5,13288,35577.4,-67,11000,,electronic arts,media,entertainment,redwood city,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/electronic-arts/fortune500/
597,555,5608.7,23.2,405.4,91.5,3937.3,4551.6,10,17050,,schneider national,transportation,transportation and logistics,green bay,wi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/schneider-national/fortune500/
598,553,5627,26.5,837,66.1,6215,21959.1,28,9800,,zebra technologies,industrials,"electronics, electrical equip.",lincolnshire,il,,,no,yes,no,no,yes,no,no,https://fortune.com/company/zebra-technologies/fortune500/
599,550,5655.2,15.2,562.5,,15154.5,20541.2,-17,16000,,ingersoll rand,industrials,industrial machinery,davidson,nc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/gardner-denver/fortune500/
600,547,5680.7,2.7,378.1,-3.1,8910.4,5419.3,-61,12826,,mdu resources group,energy,energy,bismarck,nd,,,no,yes,no,no,no,no,no,https://fortune.com/company/mdu-resources-group/fortune500/
601,546,5683.5,27,360.1,,4991.4,7712.4,32,12300,,under armour,apparel,apparel,baltimore,md,,,no,yes,no,no,yes,no,no,https://fortune.com/company/under-armour/fortune500/
602,549,5675.3,63.7,294.3,,2365.6,1344.6,127,4000,,ryerson holding,materials,metals,chicago,il,,,no,yes,no,no,yes,no,no,https://fortune.com/company/ryerson-holding/fortune500/
603,548,5677.1,15.3,359.1,16.3,7770.8,5104.3,-18,15720,,silgan holdings,materials,"packaging, containers",stamford,ct,,,no,yes,no,no,yes,no,no,https://fortune.com/company/silgan-holdings/fortune500/
604,542,5744,6.1,730,-10.9,9360,18470.5,-45,11000,,netapp,technology,"computers, office equipment",san jose,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/netapp/fortune500/
605,541,5746.3,15.8,834.2,,8382.4,9807.2,-13,14250,,tapestry,apparel,apparel,new york,ny,,,no,yes,no,yes,no,no,no,https://fortune.com/company/coach/fortune500/
606,544,5719.3,121.1,1661,,18591.1,22342.4,274,1254,,continental resources,energy,"mining, crude-oil production",oklahoma city,ok,,,no,yes,no,no,yes,no,no,https://fortune.com/company/continental-resources/fortune500/
607,543,5724.9,36.9,564.7,90.6,5835.9,2858.1,60,2244,,kb home,engineering & construction,homebuilders,los angeles,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/kb-home/fortune500/
608,545,5710.1,31,1704.6,60.7,13555,108361.9,46,9793,,intuitive surgical,health care,medical products and equipment,sunnyvale,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/intuitive-surgical/fortune500/
609,539,5764.8,4.7,555.6,-28.8,7434.2,27492.2,-49,25150,,cerner,health care,health care: pharmacy and other services,north kansas city,mo,,,no,yes,no,no,no,no,no,https://fortune.com/company/cerner/fortune500/
610,537,5793,11.3,-120.5,-129.4,14916.5,3606,-23,10300,,kemper,financials,insurance: property and casualty (stock),chicago,il,,,no,no,no,no,yes,no,no,https://fortune.com/company/kemper/fortune500/
611,538,5788,34.4,410,,15441,42356.6,58,142000,,hilton worldwide holdings,"hotels, restaurants & leisure","hotels, casinos, resorts",mclean,va,,,no,yes,no,no,yes,no,yes,https://fortune.com/company/hilton-worldwide-holdings/fortune500/
612,532,5886,4.6,1187,27.2,20115,29298.2,-52,5814,,nasdaq,financials,securities,new york,ny,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/nasdaq/fortune500/
613,535,5809,11.5,,,11009,11135.9,-22,1300,,chesapeake energy,energy,"mining, crude-oil production",oklahoma city,ok,,,no,no,no,no,no,no,no,https://fortune.com/company/chesapeake-energy/fortune500/
614,536,5807.1,18,164.4,,6497.9,5930.2,-5,28495,,petco health and wellness,retailing,specialty retailers: other,san diego,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/petco-health-and-wellness/fortune500/
615,534,5846,15.3,242,554.1,5853,3455.8,-11,13300,,resideo technologies,materials,"building materials, glass",scottsdale,az,,,no,yes,no,no,no,no,no,https://fortune.com/company/resideo-technologies/fortune500/
616,533,5846.2,34.5,593.3,59.2,5425,6197.3,59,18582,,brunswick,transportation,transportation equipment,mettawa,il,,,no,yes,no,no,yes,no,no,https://fortune.com/company/brunswick/fortune500/
617,529,5912.1,7.7,156,,2751.5,3160,-38,7800,,patterson,health care,wholesalers: health care,st. paul,mn,,,no,yes,no,no,no,no,no,https://fortune.com/company/patterson/fortune500/
618,530,5905,65,420.8,,16872.1,7140.2,129,21973,,penn entertainment,"hotels, restaurants & leisure","hotels, casinos, resorts",wyomissing,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/penn-national-gaming/fortune500/
619,528,5991.8,77.4,-352,,13708.5,110419.9,160,6132,,airbnb,technology,internet services and retailing,san francisco,ca,,,no,no,yes,no,yes,no,no,https://fortune.com/company/airbnb/fortune500/
620,527,5998,28.3,743.4,81.3,10655.5,8386,24,27650,,knight-swift transportation holdings,transportation,"trucking, truck leasing",phoenix,az,,,no,yes,no,no,yes,no,no,https://fortune.com/company/knight-swift-transportation-holdings/fortune500/
621,523,6037,104.2,-182,,13642,4786.9,229,17459,,jetblue airways,transportation,airlines,long island city,ny,,,no,no,no,no,no,no,no,https://fortune.com/company/jetblue-airways/fortune500/
622,524,6027,47.7,1833,51.7,211478,32901,89,6567,,svb financial group,financials,commercial banks,santa clara,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/svb-financial-group/fortune500/
623,526,6010.7,18.1,-381.3,,3499.3,12716.6,-5,22500,,gamestop,retailing,specialty retailers: other,grapevine,tx,,,no,no,no,no,yes,no,no,https://fortune.com/company/gamestop/fortune500/
624,525,6010.9,6.4,925,7.7,4299,34187.9,-46,18370,,fastenal,wholesalers,wholesalers: diversified,winona,mn,,,no,yes,no,no,yes,no,no,https://fortune.com/company/fastenal/fortune500/
625,519,6105.8,-2.8,1858.7,37.4,155107.2,21875,-75,17342,,m&t bank,financials,commercial banks,buffalo,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/mt-bank-corp/fortune500/
626,521,6080,16.1,1295,58.5,174064,21123.4,-11,18442,,huntington bancshares,financials,commercial banks,columbus,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/huntington-bancshares/fortune500/
627,520,6099.9,-5.7,244.2,-15.1,2923.1,3546.8,-83,31000,,sprouts farmers market,food & drug stores,food and drug stores,phoenix,az,,,no,yes,no,no,no,no,no,https://fortune.com/company/sprouts-farmers-market/fortune500/
628,518,6106.3,10.9,502.6,65.1,6253,10560.8,-29,15490,,rpm international,chemicals,chemicals,medina,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/rpm-international/fortune500/
629,522,6044.1,5.7,457.4,42.3,6172.4,7051.2,-49,22000,,caci international,technology,information technology services,reston,va,,,no,yes,no,no,no,no,no,https://fortune.com/company/caci-international/fortune500/
630,514,6176,73.2,478,,13951,7314.3,147,21691,,alaska air group,transportation,airlines,seattle,wa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/alaska-air-group/fortune500/
631,517,6134,3.2,-414,,12541,2008.1,-52,11500,,sinclair broadcast group,media,entertainment,hunt valley,md,,,no,no,no,no,no,no,no,https://fortune.com/company/sinclair-broadcast-group/fortune500/
632,516,6138.3,21.5,643,90.2,6038.6,5313,9,30400,,amkor technology,technology,semiconductors and other electronic components,tempe,az,,,no,yes,no,no,yes,no,no,https://fortune.com/company/amkor-technology/fortune500/
